masked_word,target,original_word,wrong_guesses
g__,a,gas,"['o', 'e', 'r', 'i', 'n']"
__k,e,elk,"['i', 'o', 'a', 'r']"
us_,h,ush,"['e', 'r']"
__p,s,sip,"['o', 'e', 'a', 'r']"
bl_,o,blo,['e']
po_,a,poa,"['l', 'r', 'i', 't']"
_a_,t,taj,"['m', 'b', 'c', 'l', 'p']"
_i_,m,mim,['n']
la_,t,lat,['v']
__n,r,run,"['o', 'i', 'e', 'a', 's']"
if_,e,ife,"['o', 'a']"
he_,y,hey,['r']
s_c,a,sac,['o']
__g,p,pig,"['e', 'o', 'a', 'r', 'n']"
t_d,i,tid,"['e', 'o', 'a']"
_en,s,sen,"['r', 'a', 'i', 'l']"
i_o,j,ijo,['n']
__r,a,zar,"['o', 'e', 'i', 's']"
p_e,i,pie,"['r', 'l']"
t_x,a,tax,"['o', 'e', 'i', 'u']"
__b,a,mab,"['o', 'e', 'i', 'r']"
_og,m,mog,"['r', 's']"
ss_,i,ssi,"['o', 'e', 'a', 'r', 't']"
__d,a,aid,"['e', 'o', 'r', 's']"
w__,e,wer,"['o', 'i', 'a', 'n', 's']"
_ak,s,sak,"['r', 'm']"
p__,a,pal,"['o', 'i', 'e', 'r']"
ga_,l,gal,['r']
h_u,a,hau,"['o', 'e']"
__yn,l,llyn,"['o', 'r', 'a']"
_i__,f,firm,"['e', 'n', 'l', 's']"
wa__,k,walk,"['y', 'r', 'e']"
in__,k,inky,"['e', 'a', 't']"
_a__,w,warp,"['l', 's', 'm', 'd', 'n']"
_ee_,p,peep,"['r', 'n', 's', 'l', 't']"
___d,n,tynd,"['o', 'e', 'i', 'r', 'a']"
_iki,m,miki,"['l', 's']"
_a__,p,pape,"['l', 'r', 's', 'm', 'd']"
e___,a,egma,"['i', 'n', 'o', 'r', 't']"
___e,a,cape,"['o', 'i', 'r', 'n']"
s_an,w,swan,['p']
__lt,u,mult,"['o', 'e', 'i']"
_i__,b,bind,"['e', 'r', 'l', 's']"
_o__,s,coss,"['r', 'n', 'e', 'i', 'l']"
r_e_,o,roed,"['i', 'a', 'n']"
h___,k,husk,"['o', 'e', 'i', 'a']"
_a__,g,cagn,"['l', 'r', 's', 'm']"
m__t,o,mont,"['i', 'a', 'e']"
y___,o,yock,"['e', 'i', 'a', 'n', 'r']"
__m_,p,pimp,"['e', 'o', 'a', 's']"
_ele,m,mele,"['s', 'r', 't']"
_une,a,aune,['l']
k_a_,r,knar,"['l', 'h', 'e', 'i']"
_a_t,s,salt,"['r', 'f', 'c', 'n']"
spu_,n,spun,['r']
__e_,h,huer,"['o', 'i', 'n', 'a', 's']"
_eep,n,neep,['r']
v_d_,a,veda,"['i', 'o', 's']"
oon_,t,oont,"['i', 'e', 'a']"
r_de,i,ride,"['o', 'a']"
gaz_,y,gazy,"['i', 'e']"
___e,p,xipe,"['o', 'a', 'r', 'n', 'l']"
paa_,l,paal,"['n', 'r']"
_h__,o,chob,"['e', 'i', 'a', 'r', 't']"
_inn,l,linn,"['r', 's', 'e']"
___e,z,izle,"['o', 'a', 'r', 'n']"
b_rr,u,burr,"['e', 'a', 'o']"
c_v_,a,cave,"['o', 'i', 's']"
k__u,e,ketu,"['o', 'i', 'a', 'n']"
fa_x,l,falx,"['u', 'r']"
yo__,e,yote,"['n', 'i', 'r']"
___i,o,yogi,"['e', 'r', 'a', 'n']"
pe__,l,pell,['i']
m_l_,a,mala,['i']
nin_,e,nine,"['o', 's']"
d_ce,a,dace,['i']
__d_,o,codo,"['e', 'i', 'a', 'n', 'r']"
a___,i,admi,"['r', 'l', 's', 'e']"
_o_n,w,lown,"['r', 'i', 's', 'c']"
r_r_,u,ruru,"['e', 'o', 'a', 'i', 's']"
nil_,e,nile,['o']
___u,k,kiku,"['e', 'o', 'a', 'n', 'r']"
_r__,s,crus,"['o', 'e', 'i', 'a', 't']"
d__r,h,duhr,"['e', 'o', 'i']"
_i__,y,city,"['e', 'n', 'r', 'l']"
_e_t,g,gent,"['r', 's', 'i']"
___a,h,rhea,"['o', 'i', 'n', 's', 't']"
_afi,s,safi,"['r', 'l']"
v___,o,viol,"['e', 'a', 'n', 'r', 's']"
_es_,v,vest,"['r', 'i', 'a']"
t_at,e,teat,"['r', 'w', 'h', 's']"
_r_f,o,prof,"['i', 'e', 'a', 't']"
_uir,c,cuir,['q']
a___,r,arni,"['l', 's', 'e', 'd', 'c']"
c__w,o,clow,"['r', 'a', 'e']"
n_wt,a,nawt,"['e', 'o']"
_eps,v,veps,"['r', 'l']"
c_ld,o,cold,"['a', 'e']"
__zy,a,mazy,"['i', 'o', 'e', 'r']"
p_ss,a,pass,['o']
aki_,m,akim,"['n', 'r']"
__a_,s,lias,"['r', 'c', 'h', 'n']"
p__l,r,purl,"['o', 'i', 'h', 'a']"
p___,h,pech,"['o', 'i', 'a', 'r', 'n']"
c_ee,h,chee,"['r', 'l']"
___a,o,vota,"['i', 'e', 'r', 'n']"
iri_,s,iris,"['d', 'a', 'n', 'e']"
_el_,w,welt,"['i', 'a', 'o']"
ti__,e,tide,"['n', 'l', 'r', 'o']"
___b,o,forb,"['e', 'i', 'a', 'n', 's']"
pag_,e,page,['i']
ya__,e,yade,"['n', 'i', 't']"
_d__,e,edgy,"['i', 'a', 'o', 'n', 'r']"
__be,i,kibe,"['a', 'o', 'r', 'l']"
l___,o,loft,"['e', 'i', 'a', 'n', 'r']"
k_ar,h,khar,['e']
__o_,a,stoa,"['r', 'n', 'i', 'l', 'e']"
e_i_,a,eria,"['n', 'l', 't']"
_oof,b,boof,"['r', 'l', 'c']"
_lo_,f,floe,"['s', 'r', 'p']"
__s_,e,rise,"['o', 'a', 't', 'n']"
_oso,k,koso,"['r', 'm', 'c']"
__i_,a,rain,"['o', 'e', 's', 'l', 't']"
lo_f,a,loaf,['e']
s__n,o,soon,"['a', 'e']"
ca__,l,calx,"['r', 'n', 's', 'e']"
_oa_,h,noah,"['l', 'c', 'd']"
_a__,z,jazz,"['l', 'r', 's', 'm', 'd']"
___u,a,jacu,"['e', 'o', 'i', 'n', 'r']"
_ud_,s,suds,"['e', 'i']"
_o_e,g,gode,"['r', 'l', 's', 'n']"
s__m,e,seem,"['o', 'a', 'i']"
_a__,d,dado,"['l', 'r', 's', 'm']"
d_k_,e,dyke,"['i', 'o', 'a']"
_o_d,r,lord,"['n', 'i', 'e']"
___l,a,agal,"['o', 'i', 'e', 'r']"
_ili,p,pili,"['s', 'r']"
m_l_,i,milk,"['e', 'a', 'o', 't']"
_o__,h,yogh,"['r', 'n', 'e', 'i', 'l']"
me_e,t,mete,"['r', 'n']"
_opy,r,ropy,"['c', 'l']"
m___,n,minx,"['o', 'e', 'a', 'r', 's']"
re_t,s,rest,['a']
ea_e,s,ease,"['g', 'v']"
l_b_,o,lobo,"['i', 'a', 'e', 'r']"
__s_,a,masa,"['e', 'i', 'o', 't', 'r']"
gr_y,e,grey,['a']
_n__,a,snag,"['e', 'i', 'u', 'o']"
_ac_,o,maco,"['k', 'y', 'b']"
fuz_,e,fuze,['i']
_irr,p,pirr,['t']
man_,t,mant,"['g', 'k']"
__wd,e,lewd,"['o', 'a', 'n', 'i']"
___m,a,stam,"['o', 'e', 'r', 'i']"
_ide,w,wide,"['s', 'l']"
_raq,i,iraq,"['d', 'g']"
mei_,n,mein,"['o', 'l']"
oo_y,z,oozy,['s']
_ace,l,lace,"['j', 'f']"
p_al,i,pial,['h']
n__a,b,nuba,"['o', 'i', 'e']"
d_m_,e,deme,"['i', 'o', 'a', 's']"
zun_,i,zuni,['e']
__wn,o,gown,"['a', 'e', 'r', 'd']"
up__,o,updo,"['e', 'i', 'r']"
ga_n,i,gain,"['r', 'u']"
vai_,l,vail,['n']
__c_,a,asci,"['e', 'o', 'n', 'r']"
sha_,b,shab,"['k', 'p']"
h__m,a,haem,"['o', 'r', 'i']"
_ok_,r,roky,"['e', 'i', 's']"
wi_k,l,wilk,['n']
_r__,o,brot,"['e', 'i', 'a', 'n']"
_uck,p,puck,"['l', 's']"
_ur_,s,surf,"['e', 'n', 't']"
eel_,y,eely,"['i', 's', 'o', 'a']"
_o_o,l,lolo,"['r', 'n']"
i_il,p,ipil,"['n', 't', 'r', 's']"
j_ll,e,jell,"['o', 'i', 'a', 'u']"
___a,o,yoga,"['i', 'e', 'r', 'n']"
r_n_,a,rana,"['e', 'i', 'o']"
o___,x,oryx,"['e', 'i', 'n', 'a']"
___t,r,burt,"['o', 'e', 'i', 'a', 'n']"
___t,a,saft,"['o', 'e', 'i', 'r']"
_i__,w,wing,"['e', 'r', 'l', 's']"
__a_,p,play,"['r', 's', 'c', 'h', 'n']"
___p,r,tryp,"['o', 'i', 'e', 'a']"
___k,a,talk,"['o', 'e', 'i', 'r', 'n']"
quo_,p,quop,['i']
u_mo,l,ulmo,['n']
b_h_,a,baht,"['e', 'o', 'i']"
___e,f,nife,"['o', 'a', 'r', 'l', 's']"
tu_a,n,tuna,"['r', 'e']"
_h__,e,chen,"['o', 'i', 'a', 'r']"
d_mn,a,damn,"['o', 'e']"
_a_b,m,jamb,"['r', 'l', 'c', 's']"
ne_t,a,neat,"['c', 's']"
__i_,f,flip,"['r', 'o', 'e', 'n']"
b___,a,bean,"['o', 'i', 'r', 'l']"
w___,a,wakf,"['e', 'o', 'i', 'r', 'n']"
_i__,p,pize,"['n', 'r', 'l', 's']"
___c,o,zoic,"['e', 'r', 'a', 'n', 's']"
wi_y,r,wiry,['n']
c___,a,cyma,"['o', 'e', 'r', 'i', 'n']"
a___,o,aion,"['r', 'l', 's', 'e', 'd']"
c__h,o,coth,"['a', 'e', 's', 'i']"
j__p,u,jump,"['e', 'o', 'a']"
h___,o,hiro,"['e', 'a', 'n', 'l', 's']"
t_v_,a,tave,"['i', 'o', 's']"
t___,h,they,"['o', 'i', 'r', 'a']"
__se,v,vise,"['o', 'a', 'r']"
h_mp,i,himp,"['o', 'a']"
r_th,u,ruth,['e']
o_e_,r,oner,"['l', 'i', 's']"
_es_,p,pest,"['r', 'i', 'a']"
_he_,s,sher,"['t', 'a', 'c']"
_wab,s,swab,['t']
_y_d,e,eyed,"['n', 'o', 's']"
_u__,a,muga,"['r', 'e', 'n', 'i']"
a_is,p,apis,['v']
_og_,a,soga,"['e', 'i', 'l', 'r']"
c_re,u,cure,['o']
l_no,i,lino,"['e', 'a']"
__ab,u,quab,"['s', 'c', 'r']"
__r_,o,york,"['e', 'i', 'a', 'n']"
_ha_,k,dhak,"['c', 'm', 's']"
ell_,a,ella,"['i', 'o', 's', 't']"
myn_,a,myna,"['o', 'e']"
__sh,l,lush,"['e', 'i', 'o']"
mo_l,u,moul,"['i', 'r']"
s___,o,scow,"['e', 'i', 'a', 'n']"
gu__,i,guti,"['e', 'r', 'l', 's']"
___i,a,yagi,"['o', 'e', 'r', 'n']"
_oj_,a,soja,"['e', 'i', 'r', 'n']"
_a__,w,wail,"['r', 's', 'm', 'd', 'n']"
sl_b,o,slob,"['i', 'a']"
__s_,o,cosh,"['e', 'i', 'a', 't']"
_o__,e,roke,"['n', 'i', 'l', 's', 't']"
_auf,s,sauf,['l']
m_nk,a,mank,['o']
_r__,a,brae,"['o', 'i', 't', 'n']"
l_a_,o,loan,"['e', 'd', 'y']"
bec_,k,beck,"['o', 'i']"
_er_,n,dern,"['i', 't', 's']"
_n__,a,anda,"['e', 'i', 'u', 'o']"
v___,r,virl,"['e', 'o', 'a', 'n', 's']"
w__l,a,warl,"['o', 'e', 'i']"
_lan,f,flan,"['p', 'b']"
_s__,y,ismy,"['o', 'e', 'a', 't', 'r']"
_euk,t,teuk,"['l', 'r']"
_r__,f,frit,"['o', 'e', 'a', 'n', 's']"
v___,a,vary,"['i', 'e', 'o', 'n', 'l']"
f__e,i,fide,"['o', 'r', 'a', 'n']"
_iff,m,miff,"['l', 's']"
___k,e,reck,"['o', 'i', 'a', 'n']"
_ha_,s,sham,"['c', 'k', 'w', 'p']"
hu_h,s,hush,['g']
_oo_,p,poot,"['r', 'l', 'n', 's', 'i']"
g_ur,a,gaur,"['o', 'l']"
_e__,g,gegg,"['r', 'i', 'n', 'o', 'a']"
ri_e,f,rife,"['n', 's']"
_oad,w,woad,"['g', 'l']"
_u__,a,auge,"['r', 'n', 'i', 'o']"
g___,o,gond,"['e', 'a', 'r', 'i']"
sa__,o,saho,"['l', 'r', 'm', 'y']"
__pp,e,repp,"['i', 'o', 'a', 's']"
p___,e,peen,"['o', 'i', 'a', 'r']"
___y,a,aday,"['o', 'i', 'e', 'r']"
h___,a,hati,"['o', 'e', 'r', 'n']"
_una,g,guna,"['l', 'i']"
k__k,n,kunk,"['o', 'i', 'e', 'a']"
b__i,o,boni,"['e', 'a', 'r', 'l']"
___w,o,crow,"['e', 'i', 'a', 'n', 's']"
w_rn,a,warn,['o']
__n_,a,gena,"['i', 'o', 't', 's', 'r']"
_ull,n,null,['r']
m_ld,e,meld,"['i', 'o']"
g___,o,golo,"['e', 'a', 'r', 'i', 'n']"
s__d,e,seed,"['o', 'i']"
w_i_,h,whid,"['r', 'a', 'o']"
ka_e,m,kame,['r']
spi_,v,spiv,"['n', 'r']"
too_,l,tool,['i']
_abi,m,mabi,['r']
_ee_,p,peek,"['r', 'n', 's', 'l', 't']"
ph__,o,phos,"['i', 'e', 'l']"
de_e,n,dene,"['r', 's']"
mu__,z,muzz,"['l', 'i', 'r', 's']"
n___,a,napa,"['o', 'e', 'i', 'r']"
_on_,w,wong,"['e', 'i', 't', 's']"
_r__,a,frae,"['o', 'i', 't', 'n', 's']"
__ss,i,liss,"['o', 'e', 'a', 'r']"
ch__,f,chef,"['o', 'i', 'a', 'r']"
__ra,d,dura,"['o', 'e', 'i']"
m__m,a,maam,"['o', 'r', 'e', 'i']"
__gs,i,digs,"['o', 'a', 'e', 'n']"
___y,p,impy,"['o', 'a', 'e', 'r']"
l_r_,o,loro,"['a', 'e', 'i', 'n']"
__ch,i,dich,"['o', 'a', 'e']"
__r_,a,gary,"['o', 'e', 'i', 'n']"
om__,e,omer,"['i', 'a', 'n']"
e__a,k,ekka,"['i', 'o']"
_a_s,w,taws,"['y', 'b', 'g']"
__a_,l,unal,"['r', 's', 'c', 'h']"
wa_h,t,wath,['s']
_dd_,a,edda,"['i', 'o', 's', 't']"
_a_a,p,papa,['m']
_a_p,r,ramp,"['l', 's', 'c', 'u']"
___t,o,yowt,"['e', 'i', 'a', 'r']"
sp_d,a,spad,"['i', 'e']"
__ng,u,tung,"['i', 'o', 'a', 'e']"
_ray,f,fray,"['b', 'g']"
fl_c,o,floc,"['i', 'a']"
sp__,o,spor,"['e', 'i', 'a', 'n']"
_e__,f,left,"['r', 'i', 'n', 'o']"
_g__,o,egol,"['a', 'i', 'n', 'r']"
g_ns,e,gens,"['o', 'i']"
mad_,i,madi,['e']
__ng,a,sang,"['i', 'o', 'e']"
zi__,n,zink,"['e', 'o', 'l']"
__de,i,nide,"['o', 'a', 'r']"
___m,a,ahum,"['o', 'e', 'r', 'i', 'n']"
_op_,s,sope,"['i', 'c', 't', 'l']"
_av_,e,eave,"['i', 's', 'l']"
go__,a,goan,"['r', 'e', 'i']"
_ogo,z,zogo,"['l', 'r', 's', 'b']"
ta__,h,tahr,"['l', 'i', 'y']"
su_h,c,such,['n']
_e_i,w,weki,"['r', 'l', 'n', 's']"
_t_g,s,steg,"['i', 'o', 'a', 'n']"
__p_,o,qoph,"['e', 'i', 'a', 'r', 's']"
__l_,e,rule,"['o', 'i', 'a', 's']"
_pig,s,spig,['o']
f___,o,flog,"['i', 'e', 'r', 'a']"
c__t,e,cent,"['o', 'a', 'r']"
__e_,a,aver,"['o', 'i', 'n', 's']"
_i__,h,high,"['e', 'n', 'r', 'l', 's']"
l__h,i,lich,"['t', 'e', 'o', 'a']"
aw__,e,awee,"['y', 's']"
ko__,a,koae,"['n', 'i', 'r']"
ho__,m,homy,"['e', 'r', 'n', 's']"
_eep,l,leep,['r']
f_gy,o,fogy,"['i', 'a']"
se__,k,seck,"['l', 'i', 'a', 'r']"
s__k,u,suck,"['o', 'i', 'e', 'a']"
_u__,t,tuth,"['r', 'e', 'n', 'i', 'o']"
_egu,d,degu,"['r', 'l']"
wa__,s,wast,"['y', 'l', 'r', 'e']"
_o__,y,yoky,"['r', 'n', 'e', 'i', 'l']"
o__y,e,obey,"['r', 'n', 's', 'l']"
b__k,a,bask,"['o', 'e', 'c']"
r__y,o,rosy,"['e', 'a', 'i', 'u']"
__l_,p,help,"['o', 'i', 'a', 'r', 's']"
r_vi,a,ravi,['e']
cr__,u,crux,"['o', 'e', 'a']"
_ain,j,jain,['k']
l__t,s,list,"['o', 'e', 'a', 'n']"
_w_y,a,away,['e']
__i_,a,said,"['r', 'o', 'e', 'n']"
k_ng,a,kang,"['i', 'e']"
_y__,a,myra,"['o', 'e', 's', 'i']"
_ite,c,cite,"['l', 'r']"
_o__,e,rome,"['n', 'i', 'l', 's', 't']"
d_do,i,dido,"['e', 'a']"
_l__,i,ilia,"['o', 'e', 's', 'n', 'r']"
h_ff,a,haff,"['o', 'i', 'e']"
__io,a,naio,"['r', 'e', 't']"
_e__,s,reis,"['n', 'o', 'a', 'l']"
___m,f,flem,"['o', 'r', 'i', 'a', 'n']"
__g_,a,wega,"['i', 'o', 'n', 'r']"
___h,s,gush,"['o', 'e', 'i', 't', 'a']"
yer_,b,yerb,"['i', 'n']"
_oer,b,boer,"['c', 's']"
t_dd,o,todd,"['e', 'i']"
la_d,i,laid,"['n', 'r']"
fo__,i,foil,"['r', 'e', 'n', 's']"
__y_,a,maya,"['o', 'e', 'i', 'n']"
lie_,d,lied,"['r', 's']"
_ei_,f,leif,"['n', 'r', 'o', 's']"
_ern,k,kern,['i']
t___,a,tera,"['o', 'i', 'n', 's', 'l']"
c___,o,cony,"['a', 'e', 'r', 'i', 'l']"
d_ne,y,dyne,['o']
_ull,p,pull,"['r', 's']"
b__y,o,body,"['a', 'e', 'r']"
k___,a,kuba,"['e', 'i', 'o', 'n']"
do__,r,dory,"['n', 'i', 'e']"
__it,d,duit,"['r', 'e', 'o', 'a']"
_a__,r,jarg,"['l', 's', 'm', 'd']"
_rma,e,erma,"['o', 'i']"
_a__,t,matt,"['l', 'r', 's', 'd', 'n']"
t___,o,toma,"['e', 'i', 'r', 'n']"
__u_,h,phut,"['o', 'r', 'e', 'a', 's']"
_n_o,c,unco,"['i', 'e', 'a']"
_lo_,e,elon,"['s', 'r', 'p', 'c']"
_hat,k,khat,"['c', 'w']"
p__l,a,pyal,"['o', 'i', 'h']"
ooi_,d,ooid,['l']
_a__,s,sash,"['l', 'r', 'm', 'd']"
c__m,a,caam,"['r', 'o', 'l', 'i']"
ya_n,r,yarn,"['i', 'w']"
_l__,o,ploy,"['e', 'a', 'i', 's', 'n']"
k_li,u,kuli,['o']
o_or,g,ogor,"['d', 'n']"
sc__,a,scar,"['o', 'e', 'i']"
_p__,s,spec,"['o', 'i', 'a', 'r', 'n']"
me_g,n,meng,"['r', 'i']"
a___,d,acid,"['r', 'l', 's', 'e', 'n']"
_ess,t,tess,"['r', 'l', 'a']"
se_t,i,seit,"['n', 'l']"
new_,t,newt,"['s', 'a']"
__le,w,wyle,"['o', 'i', 'a']"
pip_,e,pipe,['s']
_ein,h,hein,['r']
___s,a,utas,"['o', 'e', 'i', 'r', 'n']"
ha_k,n,hank,"['c', 'l']"
___m,s,stum,"['o', 'e', 'r', 'i', 'a']"
__ss,w,wyss,"['o', 'i', 'e', 'a', 'r']"
ma_n,u,maun,['r']
___e,a,lane,"['o', 'i', 'r', 's']"
__d_,o,mode,"['i', 'a', 'n', 'r', 's']"
dr_g,u,drug,['o']
___t,o,sort,"['e', 'i', 'a', 'n', 'l']"
m___,o,mown,"['i', 'e', 'a', 'r']"
_en_,b,bent,"['i', 'o', 's']"
bee_,s,bees,"['n', 'r', 'l']"
_o_o,c,coyo,"['r', 'l', 'n', 's', 't']"
se_s,p,seps,"['a', 'n', 'i']"
a__y,k,alky,"['r', 'n', 'd', 't']"
do_o,k,doko,"['r', 'l', 'c', 's']"
fe__,l,fell,['i']
u___,a,unca,"['e', 'o', 'r', 'i', 's']"
__y_,s,scye,"['o', 'a', 'i', 'n']"
___t,a,abet,"['o', 'i', 'r', 'n']"
rei_,n,rein,['l']
g_og,r,grog,"['l', 'i', 'n']"
_ue_,d,duet,"['q', 'r', 's', 'n']"
___s,o,lois,"['e', 'a', 'r', 'n']"
___r,a,fiar,"['e', 'o', 'n', 's', 't']"
_n__,o,knop,"['e', 'i', 'a', 'u']"
co__,e,cole,"['r', 'n', 's']"
_imb,n,nimb,"['l', 's']"
_a_i,t,jati,"['l', 'r', 'm']"
c___,e,ceil,"['o', 'a', 'r', 'n']"
ol_o,e,oleo,"['i', 'a']"
f_ea,l,flea,['r']
_i_a,b,biga,"['n', 'r', 's', 'l']"
___a,p,pima,"['o', 'e', 'r', 'n']"
l__s,o,lors,"['e', 'a', 'i', 'n']"
ibi_,d,ibid,"['o', 'n', 's']"
_e_k,r,renk,"['c', 'a', 'l', 'i']"
_o__,a,coda,"['r', 'n', 'e', 'i']"
co__,n,conn,"['r', 'e', 's', 'l']"
__ly,a,ably,"['o', 'i', 'e', 'r']"
h___,a,harp,"['o', 'e', 'i', 'n', 'l']"
__o_,w,slow,"['r', 'n', 'i', 't']"
c_n_,a,cant,"['o', 'i', 'e']"
t_in,h,thin,"['r', 'a']"
_o__,h,horn,"['e', 'i', 'l', 's']"
r___,a,rusa,"['e', 'o', 'i', 'n', 't']"
_hoy,a,ahoy,['s']
_g_g,o,agog,"['e', 'i', 's', 'r']"
___m,a,taum,"['o', 'e', 'r', 'i']"
_is_,k,disk,"['e', 't', 'a']"
_aku,r,raku,"['s', 'm']"
d_ff,u,duff,"['o', 'i', 'a']"
__be,i,inbe,"['a', 'o', 'r', 'l']"
___i,b,babi,"['o', 'e', 'r', 'n', 'l']"
_ent,d,dent,"['s', 'p']"
__sh,g,gish,"['e', 'o', 'a', 'r']"
_ea_,b,beau,"['l', 'r', 'd', 'p']"
nu_a,d,nuda,"['r', 'e']"
_e__,p,terp,"['i', 'n', 'o', 'a', 's']"
bie_,n,bien,['r']
bi__,f,biff,['e']
___e,a,faze,"['o', 'i', 'r', 'n', 'l']"
ga_b,u,gaub,"['r', 'l']"
r_ry,o,rory,"['a', 'e']"
_v__,e,ever,"['o', 'i', 'a', 'n']"
br__,e,bred,"['o', 'i', 'a']"
g___,r,girt,"['o', 'e', 'a', 'n']"
p_w_,a,pawl,"['o', 'e', 'i']"
p_tt,o,pott,"['e', 'i', 'a', 'u']"
__g_,o,orgy,"['i', 'e', 'a', 'n', 's']"
z_u_,s,zeus,"['o', 'a', 'i']"
___y,o,boxy,"['i', 'a', 'e', 'r', 'n']"
w___,p,wipe,"['o', 'a', 'r', 'n']"
__il,o,moil,"['r', 'a', 'e']"
bu__,l,bult,"['r', 'n', 'e']"
axo_,n,axon,"['s', 'l']"
k__l,e,keel,['o']
lai_,r,lair,['n']
ada_,t,adat,"['m', 'n', 'l']"
___i,o,lori,"['e', 'a', 'n', 's', 't']"
_ean,m,mean,['j']
yol_,k,yolk,"['e', 'd']"
_er_,o,hero,"['i', 'n', 't']"
_u__,f,fuel,"['r', 'n', 'i', 'o', 's']"
w_rm,o,worm,['a']
_i_e,t,yite,"['l', 'n', 'r']"
w_ne,i,wine,['a']
w_di,a,wadi,['e']
_a_a,c,caca,"['m', 'b', 'l']"
_e__,a,sera,"['i', 'n', 'o', 'l']"
__nj,g,gunj,"['i', 'e', 'o']"
_o_a,w,lowa,"['r', 'n', 'i', 's']"
m_ve,o,move,['i']
_ind,h,hind,['l']
r_s_,h,resh,"['o', 'i', 'a']"
_alk,d,dalk,"['b', 'm']"
___l,w,bawl,"['o', 'i', 'e', 'r', 'n']"
___r,a,sadr,"['e', 'o', 'i', 'n']"
bho_,y,bhoy,['n']
_ufo,b,bufo,['r']
op_y,s,opsy,['h']
b_l_,o,bolo,"['a', 'i', 'e', 'u']"
_imu,l,limu,['s']
___n,w,whin,"['o', 'e', 'a', 'r', 's']"
gi__,z,gizz,['e']
st_m,e,stem,"['o', 'u']"
__u_,g,snug,"['o', 'r', 'e', 'a', 'i']"
_s__,u,usun,"['o', 'e', 'i', 'a']"
___d,e,feed,"['o', 'i', 'r', 'a']"
__i_,v,uvid,"['r', 'o', 'e', 'n']"
t__m,a,tiam,"['r', 'o', 'e']"
d_ke,o,doke,"['i', 'a']"
ed_e,g,edge,['i']
ma_y,t,maty,['r']
_a_s,b,bats,"['y', 'w', 'g']"
__re,a,tare,"['o', 'i', 's', 'n']"
_r__,a,kral,"['o', 'e', 'i', 't']"
_ir_,w,wire,"['a', 'n', 's']"
_o__,a,loam,"['r', 'n', 'e', 'i', 's']"
t___,a,taku,"['e', 'o', 'i', 'r', 'n']"
_oot,l,loot,['r']
_m_m,e,emim,"['o', 'a', 's', 'u', 'r']"
_odh,y,yodh,['r']
s___,i,sium,"['e', 'o', 'a', 'n', 'r']"
_uir,m,muir,"['q', 's']"
_lb_,a,alba,"['e', 'o', 'i', 'r']"
ra__,p,rape,"['y', 'i', 'k']"
ran_,d,rand,"['k', 'g']"
_eta,m,meta,['r']
roi_,t,roit,['n']
w__r,a,waar,"['e', 'o', 'i', 'h']"
c_b_,i,cubi,"['o', 'a', 'e']"
_une,j,june,['l']
l_ng,o,long,"['i', 'a']"
_obo,j,jobo,"['r', 't']"
c_l_,o,coly,"['a', 'e', 'i']"
_ndy,o,ondy,['u']
__es,o,goes,"['r', 'i', 'a']"
_sox,e,esox,"['i', 'a']"
m_ux,a,maux,"['o', 'l']"
a_e_,s,asem,"['l', 'r', 'd', 'y']"
_hil,p,phil,"['c', 's']"
_ere,y,yere,['n']
p_na,i,pina,"['o', 'e']"
dio_,l,diol,"['n', 's']"
th_n,e,then,['o']
gl_g,e,gleg,"['o', 'a', 'i', 'u']"
b__b,a,blab,"['r', 'o', 'e', 'i', 'u']"
wa__,e,wabe,"['y', 'l', 'r', 's']"
ja__,r,jarl,"['n', 's', 'e']"
v_t_,o,veto,"['i', 'a', 's']"
__s_,a,lisa,"['e', 'o', 't', 'r', 'n']"
we__,a,weka,"['l', 'i', 'n']"
__te,a,kate,"['o', 'i', 'r']"
run_,t,runt,"['d', 'e']"
a_r_,o,aero,"['i', 'y', 'u']"
gam_,b,gamb,['p']
s_gn,i,sign,"['o', 'a']"
f___,e,ferk,"['i', 'o', 'a', 'n']"
b___,o,bouw,"['e', 'i', 'a', 'r']"
_l__,o,glom,"['e', 'a', 'i', 's', 'n']"
re__,s,resp,"['i', 'a', 'o', 'n']"
_a__,f,rafe,"['l', 's', 'm', 'd']"
l__h,a,lash,"['t', 'e', 'i', 'o']"
__il,a,hail,"['r', 'o', 'e']"
g_ro,a,garo,"['e', 'y']"
_nag,k,knag,['s']
mo_e,p,mope,['r']
_hut,c,chut,['s']
_a_n,p,pain,"['r', 'w', 'y', 'g']"
id__,l,idly,"['e', 'o', 'a', 's']"
___b,a,yarb,"['o', 'e', 'i', 'n']"
ba_o,h,baho,['r']
ag_a,r,agra,"['e', 'o', 's', 'm']"
___e,k,like,"['o', 'a', 'r', 'n', 's']"
a_e_,d,axed,"['l', 'r', 'm', 'y']"
_g_r,a,agar,"['e', 'i']"
_ua_,d,duad,"['q', 'g', 's', 'k']"
da_s,g,dags,['y']
_mmi,a,ammi,"['e', 'o', 'u', 's']"
s___,e,sexy,"['o', 'i', 'a', 'n']"
__s_,u,ausu,"['e', 'i', 'o', 't']"
pi_a,k,pika,['n']
___e,o,gote,"['i', 'a', 'r', 'n']"
ji_e,b,jibe,['n']
___t,p,empt,"['o', 'i', 'a', 'r', 'n']"
m_d_,a,made,"['i', 'o', 's']"
_eif,n,neif,"['r', 'l']"
